date,RSSI
2020-07-08 17:41:54.252568,72
2020-07-08 17:41:55.388570,72
2020-07-08 17:41:56.492589,72
2020-07-08 17:41:57.611541,72
2020-07-08 17:41:58.748551,72
2020-07-08 17:41:59.882603,72
2020-07-08 17:42:01.018544,73
2020-07-08 17:42:02.106547,72
2020-07-08 17:42:03.241542,73
2020-07-08 17:42:04.361539,72
2020-07-08 17:42:05.480623,73
2020-07-08 17:42:06.600545,72
2020-07-08 17:42:07.735603,72
2020-07-08 17:42:08.872595,72
2020-07-08 17:42:09.990556,72
2020-07-08 17:42:11.095548,72
2020-07-08 17:42:12.230541,72
2020-07-08 17:42:13.350544,72
2020-07-08 17:42:14.469581,73
2020-07-08 17:42:15.590584,72
2020-07-08 17:42:16.709547,72
2020-07-08 17:42:17.845547,73
2020-07-08 17:42:18.980545,73
2020-07-08 17:42:20.083540,73
2020-07-08 17:42:21.203540,72
2020-07-08 17:42:22.322539,72
2020-07-08 17:42:23.442541,72
2020-07-08 17:42:24.562543,72
2020-07-08 17:42:25.681582,73
2020-07-08 17:42:26.865543,72
2020-07-08 17:42:27.921542,72
2020-07-08 17:42:29.041549,72
2020-07-08 17:42:30.160542,72
2020-07-08 17:42:31.280546,73
2020-07-08 17:42:32.399540,72
2020-07-08 17:42:33.518606,72
2020-07-08 17:42:34.638543,72
2020-07-08 17:42:35.758543,70
2020-07-08 17:42:36.878551,72
2020-07-08 17:42:38.013540,72
2020-07-08 17:42:39.116541,72
2020-07-08 17:42:40.237552,72
2020-07-08 17:42:41.356542,72
2020-07-08 17:42:42.475631,72
2020-07-08 17:42:43.595541,72
2020-07-08 17:42:44.730634,72
2020-07-08 17:42:45.851599,74
2020-07-08 17:42:46.954543,73
2020-07-08 17:42:48.074580,74
2020-07-08 17:42:49.193541,73
2020-07-08 17:42:50.297220,73
2020-07-08 17:42:51.432220,74
2020-07-08 17:42:52.552220,73
2020-07-08 17:42:53.688222,75
2020-07-08 17:42:54.824228,73
2020-07-08 17:42:55.943223,73
2020-07-08 17:42:57.175227,74
2020-07-08 17:42:58.295233,73
2020-07-08 17:42:59.413845,73
2020-07-08 17:43:00.517844,74
2020-07-08 17:43:01.654862,73
2020-07-08 17:43:02.772885,73
2020-07-08 17:43:03.876883,74
2020-07-08 17:43:04.997864,73
2020-07-08 17:43:06.116857,74
2020-07-08 17:43:07.236916,74
2020-07-08 17:43:08.355851,74
2020-07-08 17:43:09.474846,74
2020-07-08 17:43:10.593935,73
2020-07-08 17:43:11.714850,73
2020-07-08 17:43:12.833850,73
2020-07-08 17:43:13.969855,72
2020-07-08 17:43:15.073849,74
2020-07-08 17:43:16.191917,74
2020-07-08 17:43:17.311846,73
2020-07-08 17:43:18.431853,74
2020-07-08 17:43:19.567889,73
2020-07-08 17:43:20.686844,73
2020-07-08 17:43:21.839897,73
2020-07-08 17:43:22.941846,73
2020-07-08 17:43:24.061846,74
2020-07-08 17:43:25.181848,73
2020-07-08 17:43:26.300845,74
2020-07-08 17:43:27.420849,73
2020-07-08 17:43:28.540851,72
2020-07-08 17:43:29.659844,74
2020-07-08 17:43:30.795852,73
2020-07-08 17:43:31.930844,73
2020-07-08 17:43:33.050849,74
2020-07-08 17:43:34.170896,73
2020-07-08 17:43:35.289851,73
2020-07-08 17:43:36.408846,73
2020-07-08 17:43:37.528848,73
2020-07-08 17:43:38.664848,72
2020-07-08 17:43:39.768854,74
2020-07-08 17:43:40.888850,73
2020-07-08 17:43:42.007855,74
2020-07-08 17:43:43.126843,74
2020-07-08 17:43:44.245843,73
2020-07-08 17:43:45.381844,73
2020-07-08 17:43:46.501845,73
2020-07-08 17:43:47.620925,73
2020-07-08 17:43:49.061854,73
2020-07-08 17:43:50.181861,74
2020-07-08 17:43:51.299844,74
2020-07-08 17:43:52.419847,74
2020-07-08 17:43:53.538844,74
2020-07-08 17:43:54.658844,74
2020-07-08 17:43:55.777936,74
2020-07-08 17:43:56.913855,73
2020-07-08 17:43:58.017850,73
2020-07-08 17:43:59.136850,74
2020-07-08 17:44:00.272875,73
2020-07-08 17:44:01.391846,74
2020-07-08 17:44:02.511845,74
2020-07-08 17:44:03.630844,74
2020-07-08 17:44:04.751850,74
2020-07-08 17:44:05.886844,73
2020-07-08 17:44:07.021844,73
2020-07-08 17:44:08.109882,73
2020-07-08 17:44:09.228846,74
2020-07-08 17:44:10.348844,73
2020-07-08 17:44:11.467854,74
2020-07-08 17:44:12.587844,74
2020-07-08 17:44:13.708863,73
2020-07-08 17:44:14.874844,73
2020-07-08 17:44:15.946845,73
2020-07-08 17:44:17.082848,73
2020-07-08 17:44:18.201845,74
2020-07-08 17:44:19.304876,74
2020-07-08 17:44:20.424848,73
2020-07-08 17:44:21.543845,74
2020-07-08 17:44:22.679845,73
2020-07-08 17:44:23.799845,73
2020-07-08 17:44:24.918844,73
2020-07-08 17:44:26.022844,73
2020-07-08 17:44:27.141844,73
2020-07-08 17:44:28.261845,72
2020-07-08 17:44:29.381855,73
2020-07-08 17:44:30.500843,73
2020-07-08 17:44:31.620845,74
2020-07-08 17:44:32.739844,73
2020-07-08 17:44:33.876857,73
2020-07-08 17:44:34.994903,73
2020-07-08 17:44:36.114873,73
2020-07-08 17:44:37.233917,73
2020-07-08 17:44:38.353849,73
2020-07-08 17:44:39.473850,73
2020-07-08 17:44:40.592855,72
2020-07-08 17:44:41.745861,72
2020-07-08 17:44:42.863906,72
2020-07-08 17:44:43.983846,72
2020-07-08 17:44:45.087853,72
2020-07-08 17:44:46.206854,72
2020-07-08 17:44:47.325912,72
2020-07-08 17:44:48.462955,72
2020-07-08 17:44:49.565917,72
2020-07-08 17:44:50.700953,72
2020-07-08 17:44:51.804906,73
2020-07-08 17:44:52.923907,73
2020-07-08 17:44:54.059945,72
2020-07-08 17:44:55.162998,73
2020-07-08 17:44:56.282905,73
2020-07-08 17:44:57.417935,73
2020-07-08 17:44:58.522916,73
2020-07-08 17:44:59.641909,72
2020-07-08 17:45:00.761911,72
2020-07-08 17:45:01.881919,73
2020-07-08 17:45:03.127906,72
2020-07-08 17:45:04.231909,72
2020-07-08 17:45:05.351950,73
2020-07-08 17:45:06.470905,73
2020-07-08 17:45:07.590592,73
2020-07-08 17:45:08.710598,73
2020-07-08 17:45:09.845600,73
2020-07-08 17:45:10.949596,73
2020-07-08 17:45:12.069653,73
2020-07-08 17:45:13.188638,73
2020-07-08 17:45:14.308600,73
2020-07-08 17:45:15.427602,73
2020-07-08 17:45:16.546591,73
2020-07-08 17:45:17.666593,72
2020-07-08 17:45:18.801664,73
2020-07-08 17:45:20.018599,73
2020-07-08 17:45:21.137637,73
2020-07-08 17:45:22.256595,72
2020-07-08 17:45:23.377650,72
2020-07-08 17:45:24.496599,73
2020-07-08 17:45:25.615592,74
2020-07-08 17:45:26.735593,73
2020-07-08 17:45:27.886593,73
2020-07-08 17:45:29.006593,72
2020-07-08 17:45:30.125593,72
2020-07-08 17:45:31.229593,72
2020-07-08 17:45:32.348592,72
2020-07-08 17:45:33.484593,72
2020-07-08 17:45:34.588593,72
2020-07-08 17:45:35.707650,72
2020-07-08 17:45:36.827596,72
2020-07-08 17:45:37.979598,73
2020-07-08 17:45:39.099603,72
2020-07-08 17:45:40.202596,73
2020-07-08 17:45:41.322598,73
2020-07-08 17:45:42.441592,72
2020-07-08 17:45:43.560593,72
2020-07-08 17:45:44.681648,73
2020-07-08 17:45:45.816591,72
2020-07-08 17:45:46.935604,72
2020-07-08 17:45:48.055594,72
2020-07-08 17:45:49.175595,72
2020-07-08 17:45:50.294593,72
2020-07-08 17:45:51.414595,73
2020-07-08 17:45:52.534602,72
2020-07-08 17:45:53.670626,72
2020-07-08 17:45:54.758618,72
2020-07-08 17:45:55.892595,72
2020-07-08 17:45:57.012593,72
2020-07-08 17:45:58.131669,73
2020-07-08 17:45:59.251595,73
2020-07-08 17:46:00.370679,73
2020-07-08 17:46:01.491600,72
2020-07-08 17:46:02.610596,72
2020-07-08 17:46:03.762649,72
2020-07-08 17:46:04.881663,73
2020-07-08 17:46:06.000749,72
2020-07-08 17:46:07.105705,72
2020-07-08 17:46:08.224659,72
2020-07-08 17:46:09.343658,73
2020-07-08 17:46:10.463657,73
2020-07-08 17:46:11.583663,72
2020-07-08 17:46:12.735665,72
2020-07-08 17:46:13.902659,72
2020-07-08 17:46:15.069707,73
2020-07-08 17:46:16.189662,73
2020-07-08 17:46:17.293663,73
2020-07-08 17:46:18.413663,72
2020-07-08 17:46:19.548658,73
2020-07-08 17:46:20.669667,73
2020-07-08 17:46:21.899658,72
2020-07-08 17:46:23.018660,73
2020-07-08 17:46:24.155707,72
2020-07-08 17:46:25.258662,73
2020-07-08 17:46:26.378730,73
2020-07-08 17:46:27.497727,72
2020-07-08 17:46:28.616816,72
2020-07-08 17:46:29.736726,72
2020-07-08 17:46:30.856730,73
2020-07-08 17:46:31.992731,72
2020-07-08 17:46:33.111770,72
2020-07-08 17:46:34.230725,72
2020-07-08 17:46:35.350726,72
2020-07-08 17:46:36.469723,72
2020-07-08 17:46:37.591786,72
2020-07-08 17:46:38.709725,72
2020-07-08 17:46:39.829727,72
2020-07-08 17:46:40.980730,72
2020-07-08 17:46:42.100724,73
2020-07-08 17:46:43.219818,72
2020-07-08 17:46:44.323724,73
2020-07-08 17:46:45.459799,72
2020-07-08 17:46:46.578791,73
2020-07-08 17:46:47.714794,73
2020-07-08 17:46:48.818801,74
2020-07-08 17:46:50.049792,72
2020-07-08 17:46:51.153795,72
2020-07-08 17:46:52.272791,72
2020-07-08 17:46:53.392791,72
2020-07-08 17:46:54.511836,72
2020-07-08 17:46:55.632834,72
2020-07-08 17:46:56.750870,72
2020-07-08 17:46:57.870794,72
2020-07-08 17:46:58.989881,72
2020-07-08 17:47:00.093790,72
2020-07-08 17:47:01.213793,72
2020-07-08 17:47:02.332825,72
2020-07-08 17:47:03.453797,72
2020-07-08 17:47:04.572791,72
2020-07-08 17:47:05.723791,72
2020-07-08 17:47:06.827793,72
2020-07-08 17:47:07.931791,72
2020-07-08 17:47:09.066883,72
2020-07-08 17:47:10.186792,72
2020-07-08 17:47:11.306836,72
2020-07-08 17:47:12.426801,72
2020-07-08 17:47:13.545794,72
2020-07-08 17:47:14.665801,72
2020-07-08 17:47:15.784873,72
2020-07-08 17:47:16.919875,72
2020-07-08 17:47:18.039871,72
2020-07-08 17:47:19.143868,72
2020-07-08 17:47:20.262895,72
2020-07-08 17:47:21.382872,72
2020-07-08 17:47:22.502877,72
2020-07-08 17:47:23.653874,72
2020-07-08 17:47:24.757854,72
2020-07-08 17:47:25.908905,72
2020-07-08 17:47:26.996852,72
2020-07-08 17:47:28.115933,72
2020-07-08 17:47:29.235850,72
2020-07-08 17:47:30.344850,73
2020-07-08 17:47:31.474905,73
2020-07-08 17:47:32.594857,73
2020-07-08 17:47:33.714854,72
2020-07-08 17:47:34.929850,72
2020-07-08 17:47:36.048943,73
2020-07-08 17:47:37.168878,73
2020-07-08 17:47:38.288887,73
2020-07-08 17:47:39.407933,73
2020-07-08 17:47:40.527848,73
2020-07-08 17:47:41.647851,72
2020-07-08 17:47:42.766892,72
2020-07-08 17:47:43.886848,72
2020-07-08 17:47:45.021940,72
2020-07-08 17:47:46.125849,72
2020-07-08 17:47:47.261852,72
2020-07-08 17:47:48.380918,72
2020-07-08 17:47:49.484852,72
2020-07-08 17:47:50.621885,72
2020-07-08 17:47:51.739851,72
2020-07-08 17:47:52.859853,72
2020-07-08 17:47:53.978917,72
2020-07-08 17:47:55.098849,72
2020-07-08 17:47:56.201944,72
2020-07-08 17:47:57.321901,72
2020-07-08 17:47:58.441849,72
2020-07-08 17:47:59.576849,72
2020-07-08 17:48:00.696850,72
2020-07-08 17:48:01.816854,72
2020-07-08 17:48:03.048877,72
2020-07-08 17:48:04.167850,72
2020-07-08 17:48:05.287858,72
2020-07-08 17:48:06.407853,72
2020-07-08 17:48:07.526855,72
2020-07-08 17:48:08.646360,72
2020-07-08 17:48:09.782365,73
2020-07-08 17:48:10.885362,73
2020-07-08 17:48:12.004362,73
2020-07-08 17:48:13.124360,73
2020-07-08 17:48:14.244365,73
2020-07-08 17:48:15.363361,79
2020-07-08 17:48:16.483360,75
2020-07-08 17:48:17.602374,73
2020-07-08 17:48:18.754360,72
2020-07-08 17:48:19.873360,73
2020-07-08 17:48:20.961379,73
2020-07-08 17:48:22.097365,74
2020-07-08 17:48:23.216361,73
2020-07-08 17:48:24.336360,74
2020-07-08 17:48:25.456365,73
2020-07-08 17:48:26.576278,73
2020-07-08 17:48:27.712281,73
2020-07-08 17:48:28.831276,73
2020-07-08 17:48:29.950278,73
2020-07-08 17:48:31.070303,73
2020-07-08 17:48:32.189288,73
2020-07-08 17:48:33.309278,73
2020-07-08 17:48:34.413431,72
2020-07-08 17:48:35.581287,72
2020-07-08 17:48:36.668280,72
2020-07-08 17:48:37.788278,73
2020-07-08 17:48:38.923279,73
2020-07-08 17:48:40.043281,73
2020-07-08 17:48:41.162344,75
2020-07-08 17:48:42.266276,72
2020-07-08 17:48:43.386325,73
2020-07-08 17:48:44.505360,72
2020-07-08 17:48:45.641280,73
2020-07-08 17:48:46.744368,74
2020-07-08 17:48:47.865320,74
2020-07-08 17:48:48.984277,74
2020-07-08 17:48:50.103340,74
2020-07-08 17:48:51.223309,74
2020-07-08 17:48:52.342277,73
2020-07-08 17:48:53.463284,74
2020-07-08 17:48:54.582282,73
2020-07-08 17:48:55.701338,73
2020-07-08 17:48:56.821276,73
2020-07-08 17:48:57.940357,73
2020-07-08 17:48:59.061284,73
2020-07-08 17:49:00.180276,73
2020-07-08 17:49:01.300282,74
2020-07-08 17:49:02.419278,73
2020-07-08 17:49:03.539285,73
2020-07-08 17:49:04.658281,73
2020-07-08 17:49:05.778320,73
2020-07-08 17:49:06.898280,73
2020-07-08 17:49:08.018285,74
2020-07-08 17:49:09.137302,73
2020-07-08 17:49:10.256286,73
2020-07-08 17:49:11.360284,73
2020-07-08 17:49:12.528282,73
2020-07-08 17:49:13.599282,73
2020-07-08 17:49:14.718339,73
2020-07-08 17:49:15.855340,72
2020-07-08 17:49:16.974276,73
2020-07-08 17:49:18.094281,73
2020-07-08 17:49:19.214344,73
2020-07-08 17:49:20.333286,73
2020-07-08 17:49:21.516280,72
2020-07-08 17:49:22.571366,73
2020-07-08 17:49:23.675287,74
2020-07-08 17:49:24.811325,73
2020-07-08 17:49:25.914352,73
2020-07-08 17:49:27.051283,73
2020-07-08 17:49:28.169976,74
2020-07-08 17:49:29.289978,73
2020-07-08 17:49:30.409006,73
2020-07-08 17:49:31.528983,72
2020-07-08 17:49:32.648014,72
2020-07-08 17:49:33.767976,74
2020-07-08 17:49:34.887763,73
2020-07-08 17:49:36.007807,72
2020-07-08 17:49:37.126861,72
2020-07-08 17:49:38.279067,73
2020-07-08 17:49:39.397691,73
2020-07-08 17:49:40.725372,72
2020-07-08 17:49:41.829374,73
2020-07-08 17:49:42.948899,74
2020-07-08 17:49:44.067956,73
2020-07-08 17:49:45.188611,72
2020-07-08 17:49:46.307389,73
2020-07-08 17:49:47.426992,73
2020-07-08 17:49:48.547663,72
2020-07-08 17:49:49.683187,73
2020-07-08 17:49:50.898238,74
2020-07-08 17:49:52.017792,74
2020-07-08 17:49:53.137117,73
2020-07-08 17:49:54.257118,73
2020-07-08 17:49:55.377124,74
2020-07-08 17:49:56.495731,73
2020-07-08 17:49:57.615734,73
2020-07-08 17:49:58.735733,73
2020-07-08 17:49:59.854731,73
2020-07-08 17:50:00.974888,74
2020-07-08 17:50:02.093891,74
2020-07-08 17:50:03.213883,74
2020-07-08 17:50:04.333893,74
2020-07-08 17:50:05.437889,73
2020-07-08 17:50:06.556891,73
2020-07-08 17:50:07.708890,73
2020-07-08 17:50:08.827887,74
2020-07-08 17:50:09.949891,73
2020-07-08 17:50:11.066709,73
2020-07-08 17:50:12.186616,73
2020-07-08 17:50:13.305678,73
2020-07-08 17:50:14.409617,74
2020-07-08 17:50:15.609336,75
2020-07-08 17:50:16.664952,74
2020-07-08 17:50:17.784955,74
2020-07-08 17:50:18.887977,74
2020-07-08 17:50:20.007951,74
2020-07-08 17:50:21.126980,74
2020-07-08 17:50:22.246731,74
2020-07-08 17:50:23.366419,74
2020-07-08 17:50:24.502422,73
2020-07-08 17:50:25.637549,73
2020-07-08 17:50:26.741159,75
2020-07-08 17:50:27.861130,75
2020-07-08 17:50:28.981136,74
2020-07-08 17:50:30.100767,73
2020-07-08 17:50:31.220766,76
2020-07-08 17:50:32.338858,76
2020-07-08 17:50:33.474410,76
2020-07-08 17:50:34.690213,77
2020-07-08 17:50:35.809898,78
2020-07-08 17:50:36.929809,73
2020-07-08 17:50:38.049230,73
2020-07-08 17:50:39.170246,74
2020-07-08 17:50:40.289236,74
2020-07-08 17:50:41.408229,74
2020-07-08 17:50:42.528236,73
2020-07-08 17:50:43.664238,74
2020-07-08 17:50:44.831229,73
2020-07-08 17:50:45.935231,74
2020-07-08 17:50:47.055236,74
2020-07-08 17:50:48.174233,73
2020-07-08 17:50:49.309229,73
2020-07-08 17:50:50.414241,74
2020-07-08 17:50:51.549236,74
2020-07-08 17:50:52.749238,73
2020-07-08 17:50:53.868233,74
2020-07-08 17:50:54.987268,73
2020-07-08 17:50:56.107273,73
2020-07-08 17:50:57.227271,72
2020-07-08 17:50:58.346271,73
2020-07-08 17:50:59.465268,73
2020-07-08 17:51:00.586291,73
2020-07-08 17:51:01.705281,73
2020-07-08 17:51:02.840269,73
2020-07-08 17:51:03.960269,74
2020-07-08 17:51:05.080272,74
2020-07-08 17:51:06.199268,74
2020-07-08 17:51:07.320280,73
2020-07-08 17:51:08.439269,72
2020-07-08 17:51:09.558268,73
2020-07-08 17:51:10.885337,73
2020-07-08 17:51:12.005268,74
2020-07-08 17:51:13.125270,74
2020-07-08 17:51:14.245265,74
2020-07-08 17:51:15.364703,74
2020-07-08 17:51:16.483726,73
2020-07-08 17:51:17.587699,74
2020-07-08 17:51:18.706789,73
2020-07-08 17:51:19.939880,73
2020-07-08 17:51:21.090451,74
2020-07-08 17:51:22.210140,74
2020-07-08 17:51:23.330549,74
2020-07-08 17:51:24.449573,73
2020-07-08 17:51:25.568664,72
2020-07-08 17:51:26.688627,73
2020-07-08 17:51:27.825357,75
2020-07-08 17:51:28.943883,76
2020-07-08 17:51:30.063968,76
2020-07-08 17:51:31.183823,76
2020-07-08 17:51:32.302611,78
2020-07-08 17:51:33.405622,75
2020-07-08 17:51:34.525391,74
2020-07-08 17:51:35.644696,74
2020-07-08 17:51:36.764684,72
2020-07-08 17:51:37.884685,72
2020-07-08 17:51:39.019685,73
2020-07-08 17:51:40.139731,74
2020-07-08 17:51:41.243694,73
2020-07-08 17:51:42.378751,73
2020-07-08 17:51:43.482750,73
2020-07-08 17:51:44.601750,73
2020-07-08 17:51:45.722761,73
2020-07-08 17:51:46.856749,74
2020-07-08 17:51:47.977796,73
2020-07-08 17:51:49.096754,73
2020-07-08 17:51:50.200756,73
2020-07-08 17:51:51.320757,74
2020-07-08 17:51:52.438821,73
2020-07-08 17:51:53.558558,74
2020-07-08 17:51:54.679569,73
2020-07-08 17:51:55.798561,73
2020-07-08 17:51:56.951569,73
2020-07-08 17:51:58.069595,73
2020-07-08 17:51:59.188646,73
2020-07-08 17:52:00.308561,73
2020-07-08 17:52:01.428562,73
2020-07-08 17:52:02.547613,72
2020-07-08 17:52:03.683560,73
2020-07-08 17:52:04.882559,73
2020-07-08 17:52:06.002559,74
2020-07-08 17:52:07.122561,73
2020-07-08 17:52:08.241558,73
2020-07-08 17:52:09.362571,73
2020-07-08 17:52:10.481601,72
2020-07-08 17:52:11.600560,73
2020-07-08 17:52:12.720562,72
2020-07-08 17:52:13.855556,72
2020-07-08 17:52:14.960563,72
2020-07-08 17:52:16.079561,73
2020-07-08 17:52:17.198567,73
2020-07-08 17:52:18.318561,73
2020-07-08 17:52:19.438567,73
2020-07-08 17:52:20.557558,73
2020-07-08 17:52:21.726581,73
2020-07-08 17:52:22.798589,73
2020-07-08 17:52:23.916556,73
2020-07-08 17:52:25.035559,73
2020-07-08 17:52:26.155559,73
2020-07-08 17:52:27.275563,73
2020-07-08 17:52:28.394559,73
2020-07-08 17:52:29.514558,75
2020-07-08 17:52:30.650575,73
2020-07-08 17:52:31.753561,73
2020-07-08 17:52:32.889560,73
2020-07-08 17:52:34.008630,72
2020-07-08 17:52:35.129593,72
2020-07-08 17:52:36.249610,73
2020-07-08 17:52:37.368632,73
2020-07-08 17:52:38.503619,72
2020-07-08 17:52:39.623628,73
2020-07-08 17:52:40.727633,73
2020-07-08 17:52:41.862627,72
2020-07-08 17:52:42.981622,72
2020-07-08 17:52:44.085620,73
2020-07-08 17:52:45.204618,73
2020-07-08 17:52:46.324620,73
2020-07-08 17:52:47.443716,73
2020-07-08 17:52:48.579656,73
2020-07-08 17:52:49.699624,73
2020-07-08 17:52:50.802708,73
2020-07-08 17:52:51.923631,73
2020-07-08 17:52:53.042621,73
2020-07-08 17:52:54.161684,73
2020-07-08 17:52:55.297626,73
2020-07-08 17:52:56.417624,73
2020-07-08 17:52:57.536622,72
2020-07-08 17:52:58.656661,73
2020-07-08 17:52:59.775620,73
2020-07-08 17:53:00.895623,73
2020-07-08 17:53:02.015623,72
2020-07-08 17:53:03.135621,72
2020-07-08 17:53:04.254626,72
2020-07-08 17:53:05.373709,72
2020-07-08 17:53:06.510366,73
2020-07-08 17:53:07.677357,73
2020-07-08 17:53:08.798406,72
2020-07-08 17:53:09.932356,72
2020-07-08 17:53:11.036361,72
2020-07-08 17:53:12.155360,72
2020-07-08 17:53:13.275359,72
2020-07-08 17:53:14.394361,72
2020-07-08 17:53:15.515363,73
2020-07-08 17:53:16.649444,73
2020-07-08 17:53:17.770412,72
2020-07-08 17:53:18.889358,72
2020-07-08 17:53:20.009421,73
2020-07-08 17:53:21.128360,72
2020-07-08 17:53:22.247417,72
2020-07-08 17:53:23.368369,73
2020-07-08 17:53:24.487359,72
2020-07-08 17:53:25.622445,72
2020-07-08 17:53:26.742397,74
2020-07-08 17:53:27.863363,72
2020-07-08 17:53:28.981357,73
2020-07-08 17:53:30.101360,73
2020-07-08 17:53:31.204431,72
2020-07-08 17:53:32.341373,72
2020-07-08 17:53:33.460367,72
2020-07-08 17:53:34.579358,72
2020-07-08 17:53:35.699358,73
2020-07-08 17:53:36.803359,73
2020-07-08 17:53:37.938358,74
2020-07-08 17:53:39.058403,73
2020-07-08 17:53:40.178389,73
2020-07-08 17:53:41.297360,73
2020-07-08 17:53:42.416417,73
2020-07-08 17:53:43.536359,72
2020-07-08 17:53:44.672360,72
2020-07-08 17:53:45.775358,73
2020-07-08 17:53:46.896361,73
2020-07-08 17:53:48.015363,73
2020-07-08 17:53:49.135365,73
2020-07-08 17:53:50.254359,72
2020-07-08 17:53:51.374361,73
2020-07-08 17:53:52.495362,73
2020-07-08 17:53:53.612356,73
2020-07-08 17:53:54.732411,72
2020-07-08 17:53:55.853360,72
2020-07-08 17:53:56.971446,72
2020-07-08 17:53:58.091358,72
2020-07-08 17:53:59.211362,73
2020-07-08 17:54:00.346443,73
2020-07-08 17:54:01.451023,72
2020-07-08 17:54:02.587180,72
2020-07-08 17:54:03.706174,73
2020-07-08 17:54:04.825121,73
2020-07-08 17:54:05.945387,72
2020-07-08 17:54:07.064382,73
2020-07-08 17:54:08.184388,72
2020-07-08 17:54:09.304391,72
2020-07-08 17:54:10.407439,72
2020-07-08 17:54:11.527252,72
2020-07-08 17:54:12.646258,73
2020-07-08 17:54:13.781980,73
2020-07-08 17:54:14.885696,73
2020-07-08 17:54:16.004617,72
2020-07-08 17:54:17.140531,73
2020-07-08 17:54:18.260534,72
2020-07-08 17:54:19.379527,72
2020-07-08 17:54:20.515598,73
2020-07-08 17:54:21.619439,72
2020-07-08 17:54:22.738514,73
2020-07-08 17:54:23.858445,73
2020-07-08 17:54:24.977509,73
2020-07-08 17:54:26.097436,73
2020-07-08 17:54:27.217438,73
2020-07-08 17:54:28.336477,72
2020-07-08 17:54:29.456437,72
2020-07-08 17:54:30.575525,73
2020-07-08 17:54:31.695439,73
2020-07-08 17:54:32.815437,73
2020-07-08 17:54:33.918491,72
2020-07-08 17:54:35.054437,73
2020-07-08 17:54:36.174443,72
2020-07-08 17:54:37.310461,72
2020-07-08 17:54:38.429440,72
2020-07-08 17:54:39.548479,73
2020-07-08 17:54:40.668434,73
2020-07-08 17:54:41.788438,72
2020-07-08 17:54:42.907434,72
2020-07-08 17:54:44.027442,72
2020-07-08 17:54:45.163439,72
2020-07-08 17:54:46.267439,72
2020-07-08 17:54:47.386443,72
2020-07-08 17:54:48.521436,72
2020-07-08 17:54:49.625441,73
2020-07-08 17:54:50.744513,73
2020-07-08 17:54:51.864438,73
2020-07-08 17:54:52.983527,72
2020-07-08 17:54:54.104441,72
2020-07-08 17:54:55.239436,72
2020-07-08 17:54:56.358448,72
2020-07-08 17:54:57.479445,72
2020-07-08 17:54:58.597526,72
2020-07-08 17:54:59.717437,73
2020-07-08 17:55:00.837434,73
2020-07-08 17:55:01.956503,73
2020-07-08 17:55:03.108434,72
2020-07-08 17:55:04.212441,72
2020-07-08 17:55:05.332445,73
2020-07-08 17:55:06.452460,72
2020-07-08 17:55:07.555444,73
2020-07-08 17:55:08.674435,73
2020-07-08 17:55:09.810448,72
2020-07-08 17:55:10.914487,72
2020-07-08 17:55:12.113438,73
2020-07-08 17:55:13.152435,73
2020-07-08 17:55:14.273441,72
2020-07-08 17:55:15.408435,72
2020-07-08 17:55:16.528444,72
2020-07-08 17:55:17.648506,72
2020-07-08 17:55:18.767440,73
2020-07-08 17:55:19.871444,72
2020-07-08 17:55:21.006437,73
2020-07-08 17:55:22.126436,72
2020-07-08 17:55:23.245435,72
2020-07-08 17:55:24.365008,73
2020-07-08 17:55:25.485010,72
2020-07-08 17:55:26.604077,72
2020-07-08 17:55:27.708014,73
2020-07-08 17:55:28.844055,72
2020-07-08 17:55:29.947009,72
2020-07-08 17:55:31.084067,72
2020-07-08 17:55:32.282042,73
2020-07-08 17:55:33.321743,72
2020-07-08 17:55:34.457743,73
2020-07-08 17:55:35.561745,73
2020-07-08 17:55:36.680744,73
2020-07-08 17:55:37.799805,73
2020-07-08 17:55:38.919744,73
2020-07-08 17:55:40.055743,72
2020-07-08 17:55:41.159748,72
2020-07-08 17:55:42.294741,73
2020-07-08 17:55:43.398744,72
2020-07-08 17:55:44.517547,73
2020-07-08 17:55:45.637428,72
2020-07-08 17:55:46.758432,72
2020-07-08 17:55:47.876467,72
2020-07-08 17:55:49.125480,73
2020-07-08 17:55:50.243663,72
2020-07-08 17:55:51.363628,72
2020-07-08 17:55:52.468631,72
2020-07-08 17:55:53.587630,72
2020-07-08 17:55:54.706629,73
2020-07-08 17:55:55.825682,72
2020-07-08 17:55:56.946640,72
2020-07-08 17:55:58.097633,73
2020-07-08 17:55:59.184658,72
2020-07-08 17:56:00.304630,72
2020-07-08 17:56:01.424627,73
2020-07-08 17:56:02.543624,73
2020-07-08 17:56:03.663624,73
2020-07-08 17:56:04.783427,73
2020-07-08 17:56:05.902454,73
2020-07-08 17:56:07.118427,73
2020-07-08 17:56:08.238432,72
2020-07-08 17:56:09.357423,73
2020-07-08 17:56:10.476513,73
2020-07-08 17:56:11.596428,73
2020-07-08 17:56:12.716426,74
2020-07-08 17:56:13.835489,74
2020-07-08 17:56:14.955426,74
2020-07-08 17:56:16.283457,74
2020-07-08 17:56:17.402429,74
2020-07-08 17:56:18.506427,74
2020-07-08 17:56:19.625459,74
2020-07-08 17:56:20.745430,73
2020-07-08 17:56:21.865433,73
2020-07-08 17:56:22.984427,74
2020-07-08 17:56:24.104452,73
2020-07-08 17:56:25.224459,73
2020-07-08 17:56:26.343449,74
